,info,sold_at,status,limit_price,nr
3,Eigentumswohnung Nr. 2 Grillostraße 125 45881 Gelsenkirchen,"24.500,00",Verkauft,"24.500,00",W20-04-007
4,Eigentumswohnung Nr. 8 Grillostraße 125 45881 Gelsenkirchen,"24.500,00",Verkauft,"24.500,00",W20-04-008
5,Wohn- und Geschäftshaus Wiesenstraße 9 b (ehemals Friedenstraße 59) 45964 Gladbeck,"251.000,00",Verkauft,"195.000,00",W20-04-009
6,Wohn - und Geschäftshaus Uerdinger Straße 164 - 168/ Zum Grind 2 47259 Duisburg,"1.320.000,00",Verkauft,"850.000,00",W20-04-010
7,"Wohn - und Geschäftshaus Flingerstraße 28, 30 47199 Duisburg","985.000,00",Verkauft,"850.000,00",W20-04-011
8,Wohn - und Geschäftshaus Am Finkenacker 7 - 9 47259 Duisburg,"702.000,00",Verkauft,"315.000,00",W20-04-015
9,"Wohn - und Geschäftshaus Asterlager Straße 120, 122 47228 Duisburg","760.000,00",Verkauft,"500.000,00",W20-04-016
10,Wohn - und Geschäftshaus Essenberger Straße 209a - 211 47059 Duisburg,"570.000,00",Verkauft,"400.000,00",W20-04-017
11,Teileigentumseinheit Nr. 5 An den Siffen 4 47239 Duisburg,"35.000,00",Verkauft,"35.000,00",W20-04-018
12,Wohn - und Geschäftshaus Werthstraße 33 - 35/ Florastraße 47119 Duisburg,"702.000,00",Verkauft,"400.000,00",W20-04-019
13,Einfamilienhaus mit Nebengebäude Weißergasse 2 56829 Pommern (Mosel),"40.000,00",Verkauft,"40.000,00",W20-04-020
14,Zweifamilienhaus Homburgstraße 45 37619 Bodenwerder,"30.000,00",Verkauft,"27.500,00",W20-04-021
15,Eigentumswohnung Nr. X5 und Garage Nr. 80 Wöschhalde 61 78052 Villingen-Schwenningen,"65.100,00",Verkauft,"65.000,00",W20-04-022
16,Eigentumswohnung Nr. 5 Im Schlosshau 2 89522 Heidenheim an der Brenz,"55.100,00",Verkauft,"55.000,00",W20-04-023
17,Wohn- und Geschäftshaus mit Anbauten Bahnhofstraße 47 48683 Ahaus,"500.000,00",Verkauft,"420.000,00",W20-04-024
18,2 Mehrfamilienhäuser Beulshäuser Straße 14 + 16 37574 Einbeck,"332.000,00",Verkauft,"255.000,00",W20-04-027
19,Gewerbeobjekt Kennedyallee 29 55774 Baumholder,"278.000,00",Verkauft,"195.000,00",W20-04-029
,info,sold_at,status,limit_price,nr
0,"Ehem. Reha-Klinikkomplex und ein Grundstück mit Erbbaurecht Alte Reinerzauer Straße 16, div. Flurstücke 72275 Alpirsbach","336.000,00",Verkauft,"35.000,00",W20-04-030
1,"Waldgrundstück Nahe Im Sief, B 266, Flur 7, Flurstück 4 52152 Simmerath","5.500,00",Verkauft,"4.000,00",W20-04-031
2,"Grundstück Nahe B 266, Straucher Straße, Flur 5, Flurstück 7 52152 Simmerath","7.500,00",Verkauft,"5.000,00",W20-04-032
3,"Grundstück Nahe Weiherhof, Flur 25, Flurstück 82 52152 Simmerath","10.000,00",Verkauft,"6.000,00",W20-04-033
4,"Waldgrundstück Nahe Ringstraße, Flur 23, Flurstück 67 52152 Simmerath","14.500,00",Verkauft,"7.000,00",W20-04-034
5,"Grundstück Nahe Südstraße, B 266, Flur 21, Flurstück 26 52152 Simmerath","8.600,00",Verkauft,"8.600,00",W20-04-035
6,Wohn - und Geschäftshaus Moerser Straße 399 - 401 47475 Kamp-Lintfort,"350.000,00",Verkauft,"350.000,00",W20-04-036
7,Gewerbeeinheit (Keller) Nr. VII Gartenstraße 1 41236 Mönchengladbach,"5.000,00",Verkauft,"4.500,00",W20-03-001
8,"Grundstück Liebigstraße/ Lürriper Straße, Flur 32, Flurstück 120 41065 Mönchengladbach","87.000,00",Verkauft,"17.500,00",W20-03-002
9,"Grundstücke Nahe Hauptstraße, Köhlerstraße, diverse Flure und Flurstücke 66333 Völklingen","67.000,00",Verkauft,"23.000,00",W20-03-003
10,"Grundstücke Nahe Am Großen Graben / Kirchstraße, Flur 12, 15 und 16, diverse Flurstücke 66333 Völklingen","150.000,00",Verkauft,"51.000,00",W20-03-004
11,Doppelhaushälfte Lindenstraße 6 34233 Fuldatal,"123.000,00",Verkauft,"72.000,00",W20-03-005
12,Ferienhaus Am Hungerberg 18 37696 Marienmünster,"89.000,00",Verkauft,"25.000,00",W20-03-006
13,Bürogebäude Heidgen 12-16 52156 Monschau,"550.000,00",Verkauft,"175.000,00",W20-03-007
14,Einfamilienhaus Im Eck 15 55624 Rhaunen (Hunsrück),"24.000,00",Verkauft,"17.500,00",W20-03-009
15,"Land- und forstwirtschaftliches Grundstück Nahe Am Hirschelheck, Flur 3, Flurstücke 267/204 und 207/1 66352 Großrosseln","4.500,00",Verkauft,"4.500,00",W20-03-011
16,Wohn- und Geschäftshaus mit Fachwerk-Anbau Steinweg 15 37632 Eschershausen (Ith),"35.000,00",Verkauft,"35.000,00",W20-03-014
17,"Waldgrundstück Nahe Birkenweg, Flur 3, Flurstücke 238/134 und 239/134 66127 Saarbrücken","1.500,00",Verkauft,"1.000,00",W20-03-015
18,Wohn- und Gewerbeobjekt mit Anbau Obere Torstraße 12 a 37586 Dassel (Solling),"25.000,00",Verkauft,"25.000,00",W20-03-016
19,"Grundstück Nahe Bahnhofstraße, Flur 1, Flurstück 131/1 66287 Quierschied","12.000,00",Verkauft,"3.500,00",W20-03-017
,info,sold_at,status,limit_price,nr
0,Mehrfamilienhaus mit Anbau Fuchsstraße 57 / Erlenstraße 47055 Duisburg,"242.000,00",Verkauft,"214.500,00",W20-03-018
1,Hochbunker Dortmunder Straße 117 / Ostring 45731 Waltrop,"240.000,00",Verkauft,"70.000,00",W20-03-019
2,"Grundstück Langbehnstraße/ Willibaldstraße, Flurstücke 1499 und 1499/2 80689 München","550.000,00",Verkauft,"320.000,00",W20-03-020
3,Wohn- und Geschäftshaus Keplerstraße 104 / Boettgerstraße 45147 Essen,"955.000,00",Verkauft,"950.000,00",W20-03-021
4,"Waldgrundstücke Nahe Mangelhauser Straße, Flur 1, Flurstücke 1/11, 160/1, 190/1, 193/1 und 194/1 66265 Heusweiler","13.000,00",Verkauft,"11.500,00",W20-03-022
5,"Land- und forstwirtschaftliche Grundstücke Nahe Tränkenweg, Flur 5, Flurstücke 118/1, 202/1, 231/1, 252/11 und 259/1, Flur 7, Flurstücke 63/1 und 69/1 66540 Neunkirchen (Saar)","92.000,00",Verkauft,"40.500,00",W20-03-023
6,"Unbebautes Grundstück Am Darloh, Flur 15, Flurstück 1079 58802 Balve","68.000,00",Verkauft,"67.000,00",W20-03-024
7,"Maisonette-Eigentumswohnung Nr. 43 Turmgassen-Center 7 (lt. GB Turmgassen-Center, 1, 3, 5, 7, Nußlocher Straße) 69181 Leimen (Baden)","332.000,00",Verkauft,"275.000,00",W20-03-026
8,Einfamilienhaus Heinestraße 27 41464 Neuss,"476.000,00",Verkauft,"345.000,00",W20-03-027
9,Mehrfamilienhaus Ringstraße 32 35066 Frankenberg (Eder),"49.000,00",Verkauft,"49.000,00",W20-03-028
10,Wohn- und Geschäftshaus mit Anbau Tiefensteiner Straße 332 55743 Idar-Oberstein,"75.000,00",Verkauft,"75.000,00",W20-03-029
11,"Grundstück Volmestraße, Flur 22, Flurstücke 290 und 291 58566 Kierspe","26.000,00",Verkauft,"9.500,00",W20-03-030
12,Parkhaus-Stellplatz Nr. 21 Bergstraße 7 36100 Petersberg,"1.000,00",Verkauft,"1.000,00",W20-03-031
13,Wohn- und Geschäftshaus Marktstraße 104 46045 Oberhausen,"1.290.000,00",Verkauft,"975.000,00",W20-03-032
14,"Grundstück Saarstraße, Flur 31, Flurstück 406 46045 Oberhausen","200.000,00",Verkauft,"195.000,00",W20-03-033
15,Wohn- und Geschäftshaus Bergstraße 11 46117 Oberhausen,"240.000,00",Verkauft,"75.000,00",W20-03-034
16,"Grundstück Nahe Saalerstraße, Flur 8, Flurstück 2468 47800 Krefeld","43.000,00",Verkauft,"24.500,00",W20-03-035
17,Mehrfamilienhaus mit Baugrundstück und Entwicklungspotential Ronheider Berg 207 52076 Aachen,"910.000,00",Verkauft,"750.000,00",W20-03-037
18,"Eigentumswohnung, WE-Nr. 30 Kornblumenring 71 12357 Berlin-Rudow","202.000,00",Verkauft,"169.000,00",P21-04-001
19,"Motorradstellplatz, SP-Nr. M2 Am Friedrichshain 32 10407 Berlin-Prenzlauer Berg","5.500,00",Verkauft,"4.500,00",P21-04-003
,info,sold_at,status,limit_price,nr
0,Wohn- und Geschäftshaus Warener Straße 32 17217 Penzlin,"47.000,00",Verkauft,"39.000,00",P21-04-004
1,Mehrfamilienhaus Georg-Wilhelm-Straße 214 21107 Hamburg,"1.620.000,00",Verkauft,"1.495.000,00",P21-04-005
2,"Vermietete Eigentumswohnung, WE-Nr. 53 Graf-von-Moltke-Straße 1 21337 Lüneburg","149.000,00",Verkauft,"139.000,00",P21-04-006
3,Bebautes Grundstück Lindenstraße 37586 Dassel (Solling),"500,00",Verkauft,"500,00",P21-04-008
4,"Eigentumswohnung, WE-Nr. 1 Elfenstraße 2 45888 Gelsenkirchen","15.000,00",Verkauft,"15.000,00",P21-04-009
5,"Leerstehende Eigentumswohnung im 2. OG, WE-Nr. 6 Rudolfstraße 16 47169 Duisburg","25.000,00",Verkauft,"9.500,00",P21-04-010
6,Einfamilienhaus Berggasse 1 56856 Zell (Mosel),"40.000,00",Verkauft,"29.000,00",P21-04-011
7,"Tiefgaragenstellplatz, TG-Nr. 133 Orionstraße 4 85716 Unterschleißheim","4.900,00",Verkauft,"4.900,00",P21-04-012
8,"Tiefgaragenstellplätze, TG-Nr. 135 Orionstraße 4 85716 Unterschleißheim","4.900,00",Verkauft,"4.900,00",P21-04-013
9,Scheunen-/ Garagengebäude Kirchstraße 37287 Wehretal,"8.000,00",Verkauft,"8.000,00",P21-04-014
10,"Grundstück/ Landwirtschaftsfläche Auf der Heimbuche, Flur 5, Flurstück 56 37287 Wehretal","2.500,00",Verkauft,"2.500,00",P21-04-015
11,Grundstück/ Landwirtschaftsfläche 37287 Wehretal,"500,00",Verkauft,"500,00",P21-04-016
12,"Überwiegend vermietetes Mehrfamilienhaus in attraktiver Wohnlage, nahe der Altstadt Gabelsberger Straße 6 07570 Weida (Thür)","96.000,00",Verkauft,"85.000,00",P21-04-018
13,Einfamilienhaus mit Nebengebäuden Karl-Marx-Straße 72 37355 Niederorschel,"13.000,00",Verkauft,"12.500,00",P21-04-019
14,"Tiefgaragenstellplätze, TG-Nr. 19 im Schlosskarree Altendorfer Straße 32 09113 Chemnitz","5.500,00",Verkauft,"3.900,00",P21-04-021
15,Tennisplatzanlage mit 6 Tennisplätzen und Vereinsheim Schmidtstraße 28 06449 Aschersleben,"57.000,00",Verkauft,"39.000,00",P21-04-023
16,Wohnhaus mit Nebengebäude Im Dorfe 180 06542 Allstedt,"17.000,00",Verkauft,"10.900,00",P21-04-028
17,Einfamilienhaus Vorderstraße 34 38486 Klötze,"17.500,00",Verkauft,"15.000,00",P21-04-030
18,Einfamilienhaus auf großzügigem Grundstück in begehrter Wohnlage Clara-Zetkin-Straße 138 14612 Falkensee,"517.000,00",Verkauft,"480.000,00",P21-04-031
19,"Teil einer Kleingartenanlage in Verlängerung vom Wiesenweg, ca. 150 m vom Bahnhof Neuzelle entfernt - 15898 Neuzelle","5.000,00",Verkauft,"5.000,00",P21-04-032
,info,sold_at,status,limit_price,nr
0,"Dachfläche mit Baugenehmigung, WE-Nr. 22 Prinzregentenstraße 23 10715 Berlin-Wilmersdorf","199.000,00",Verkauft,"199.000,00",P21-03-002
1,Motorradstellplatz M6 Am Friedrichshain 32 10407 Berlin-Prenzlauer Berg,"7.000,00",Verkauft,"4.500,00",P21-03-004
2,Motorradstellplatz M7 Am Friedrichshain 32 10407 Berlin-Prenzlauer Berg,"7.000,00",Verkauft,"4.500,00",P21-03-005
3,Wohn- und Geschäftshaus Schloßstraße 16 17252 Mirow,"515.000,00",Verkauft,"450.000,00",P21-03-006
4,Wohn- und Geschäftshaus 17252 Mirow,"311.000,00",Verkauft,"295.000,00",P21-03-007
5,Wohn- und Geschäftshaus Schloßstr. 7 17252 Mirow,"95.000,00",Verkauft,"95.000,00",P21-03-008
6,Gewerbeobjekt Am RTK (Süd) Nr. 2a-c 19372 Stolpe,"149.000,00",Verkauft,"149.000,00",P21-03-009
7,Bunker Kielseng 0 24937 Flensburg,"198.000,00",Verkauft,"195.000,00",P21-03-010
8,Einfamilienhaus Meerstraße 14 37620 Halle Kr Holzminden,"49.000,00",Verkauft,"49.000,00",P21-03-011
9,Ehem. Getreidewindmühle Mühlenstraße 21745 Hemmoor,"83.000,00",Verkauft,"15.000,00",P21-03-014
10,"Leerstehende Eigentumswohnung im DG, WE-Nr. 9 Rudolfstraße 16 47169 Duisburg","15.500,00",Verkauft,"9.500,00",P21-03-015
11,"Tiefgaragenstellplatz, TG-Nr. 67 Orionstraße 4 85716 Unterschleißheim","4.900,00",Verkauft,"4.900,00",P21-03-016
12,"Tiefgaragenstellplatz, TG-Nr. 103 Orionstraße 4 85716 Unterschleißheim","4.900,00",Verkauft,"4.900,00",P21-03-017
13,überwiegend vermietetes Mehrfamilienhaus und leerstehendes Einfamilienhaus Blauenthaler Hauptstraße 6 08309 Eibenstock,"29.000,00",Verkauft,"29.000,00",P21-03-021
14,Denkmalgeschütztes Wohnhaus Mühlstraße 15 04741 Roßwein,"9.000,00",Verkauft,"9.000,00",P21-03-022
15,Teilweise vermietetes Zweifamilienhaus Oelsnitzer Straße 50 08626 Adorf/Vogtland,"25.000,00",Nachverkauft,"25.000,00",P21-03-023
16,Wohnhaus mit Fabrikbau und Nebengelass Talstraße 15 01824 Rosenthal-Bielatal,"65.000,00",Verkauft,"49.000,00",P21-03-024
17,Denkmalgeschütztes Zweifamilienhaus Burgstraße 25 39638 Gardelegen,"12.100,00",Verkauft,"12.000,00",P21-03-025
18,"Baugrundstück mit Scheune Feldstraße 16, 06268 Querfurt","12.000,00",Verkauft,"12.000,00",P21-03-026
19,"Eigentumswohnung, WE-Nr. 2 Im Lämmertal 8b 39167 Hohe Börde","104.000,00",Verkauft,"39.000,00",P21-03-027
,info,sold_at,status,limit_price,nr
0,Erbpachtgrundstück bebaut mit einem Architektenhaus Heinrich-Grauthoff-Straße 27 39439 Güsten,"63.000,00",Verkauft,"9.500,00",P21-03-028
1,"Baugrundstück mit 605 m² Heinrich-Grauthoff-Straße, Flurstück 1033, 39439 Güsten","25.000,00",Verkauft,"15.000,00",P21-03-029
2,idyllisch gelegenes Einfamilienhaus auf großzügigem Grundstück in Feldrandlage Hauptstraße 25 16866 Kyritz,"76.000,00",Verkauft,"49.000,00",P21-03-030
3,Wiesenfläche hinter Karl-Liebknecht-Straße 128 16548 Glienicke/Nordbahn,"32.000,00",Verkauft,"7.000,00",P21-03-034
4,"Waldfläche mit ca. 1,3209 ha 15345 Rehfelde","12.000,00",Verkauft,"11.800,00",P21-03-035
5,"Eigentumswohnung, WE-Nr. 13 Seebeckstraße 2-3 13409 Berlin-Reinickendorf","224.000,00",Verkauft,"198.000,00",P21-02-001
6,"Tiefgaragenstellplatz, TG-Nr. 15 Wittelsbacher Straße 31 10707 Berlin-Wilmersdorf","39.000,00",Verkauft,"35.000,00",P21-02-002
7,"Garagengrundstück Neubrandenburger Chaussee, westlich von Haus-Nr. 6 17217 Penzlin","136.000,00",Verkauft,"125.000,00",P21-02-003
8,Grundstück mit Strauch- und Baumbewuchs An der B 192 17217 Penzlin,"6.000,00",Verkauft,"2.500,00",P21-02-004
9,Einfamilienhaus Neugasse 13 55237 Flonheim,"37.000,00",Verkauft,"27.000,00",P21-02-007
10,Einfamilienhaus mit Scheune Ortsstraße 14 54483 Kleinich,"45.000,00",Verkauft,"25.000,00",P21-02-008
11,"Baugrundstücke im B-Plangebiet Heinrich-Schwerdt-Straße 17, 99800 Waltershausen","149.000,00",Verkauft,"149.000,00",P21-02-011
12,Baugrundstück Burgberg (gegenüber Haus-Nr. 1) 09326 Geringswalde,"5.500,00",Verkauft,"5.000,00",P21-02-013
13,Wohnhaus Glauchauer Straße 20 08396 Waldenburg,"10.000,00",Verkauft,"8.000,00",P21-02-016
14,Reihenmittelhaus Lungwitzer Straße 9 09337 Hohenstein-Ernstthal,"19.000,00",Verkauft,"19.000,00",P21-02-017
15,Zwei Wohnhäuser Naundorfer Straße 24 und 26 09661 Striegistal,"41.000,00",Verkauft,"29.000,00",P21-02-018
16,Mehrfamilienhaus Bärenlohe 53 a und b 09484 Oberwiesenthal,"140.000,00",Verkauft,"98.000,00",P21-02-019
17,"Baugrundstück Heinrich-Grauthoff-Straße, 39439 Güsten","34.000,00",Verkauft,"15.000,00",P21-02-020
18,"Baugrundstück Heinrich-Grauthoff-Straße, 39439 Güsten","41.000,00",Verkauft,"24.000,00",P21-02-021
19,Mehrfamilienhaus Kapellenstraße 35 39435 Bördeaue,"107.000,00",Verkauft,"95.000,00",P21-02-022
,info,sold_at,status,limit_price,nr
0,Baugrundstück Athensleben 39446 Staßfurt,"19.500,00",Verkauft,"3.500,00",P21-02-023
1,"Bebautes Grundstück Athenslebener Chaussee, neben Haus-Nr. 1 39443 Staßfurt","14.000,00",Verkauft,"5.000,00",P21-02-024
2,"Ehemaliger, landwirtschaftlicher Produktionsbetrieb mit div. Hallen westlich Dorfrandlage (hinter Sieglitz 9 a und b) 06618 Molauer Land","150.000,00",Verkauft,"150.000,00",P21-02-025
3,Wohnhaus Baderstraße 1 39638 Hansestadt Gardelegen,"15.000,00",Verkauft,"15.000,00",P21-02-026
4,"Grundstücke Flur 5, Flurstücke 47/2 und 47/4 39624 Kalbe (Milde)","4.000,00",Verkauft,"2.500,00",P21-02-027
5,Einfamilienhaus Straße der Freundschaft 36 39393 Am Großen Bruch,"36.000,00",Verkauft,"36.000,00",P21-02-028
6,"Kleingartenanlage westlich der Sydower Straße 24, 06917 Jessen (Elster)","7.500,00",Verkauft,"7.000,00",P21-02-029
7,Mehrfamilienhaus Bürgerstraße 5 19322 Wittenberge,"236.000,00",Verkauft,"220.000,00",P21-02-030
8,"Wasser-/Grünfläche Flur 1, Flurstück 350/2 15831 Blankenfelde-Mahlow","173.000,00",Verkauft,"11.900,00",P21-02-032
9,"Waldgrundstück Flur 1, Flurstück 118 15831 Blankenfelde-Mahlow","40.000,00",Verkauft,"13.900,00",P21-02-033
10,"Erholungsgrundstück (Landwirtschaftsfläche) Karl-Friedrich-Straße, Flur 2, Flurstück 58 14822 Brück","22.500,00",Verkauft,"2.000,00",P21-02-034
11,"Waldgrundstück mit Ackeranteil zwischen Wasserwerkstraße und ""Am Fichtenberg"" 14827 Wiesenburg/Mark","180.000,00",Verkauft,"69.000,00",P21-02-035
12,"Freifläche im Gewerbegebiet Fohrder Landstraße, Am Uppstall 14772 Brandenburg an der Havel","206.000,00",Verkauft,"175.000,00",P21-02-037
13,"Drei Waldgrundstücke Flur 3, Flurstück 6 und Flurstück 41 und Flur 11, Flurstück 398/1, 14806 Bad Belzig","9.000,00",Verkauft,"6.000,00",P21-02-038
14,Waldgrundstück 15345 Reichenow-Möglin,"13.000,00",Verkauft,"9.900,00",P21-02-039
15,Reihenmittelhaus Tullaweg 10 12277 Berlin-Marienfelde,"95.000,00",Verkauft,"85.000,00",P21-01-001
16,"Dachfläche mit Baugenehmigung, WE-Nr. 22 Prinzregentenstraße 23 10715 Berlin-Wilmersdorf","252.000,00",Verkauft,"220.000,00",P21-01-002
17,"Drei Dachgeschosseinheiten, TE-Nr. 30, 31 und 32 Großbeerenstraße 33-35 12107 Berlin-Mariendorf","635.000,00",Verkauft,"498.000,00",P21-01-003
18,Einfamilienhaus Helmscherode 7 37581 Bad Gandersheim,"27.000,00",Verkauft,"10.000,00",P21-01-004
19,Zweifamilienhaus Kantor-Schucht-Straße 8 38685 Langelsheim,"43.000,00",Verkauft,"19.000,00",P21-01-005
,info,sold_at,status,limit_price,nr
0,"Wochenendhaus Fasanenweg 1, Wochenendhaus Nr. 108 49843 Getelo","40.000,00",Nachverkauft,"39.000,00",P21-01-006
1,Wohn- und Geschäftshaus am Gartower See Springstraße 9 29471 Gartow,"259.000,00",Verkauft,"259.000,00",P21-01-007
2,Wohnhaus Borngasse 67823 Obermoschel,"25.000,00",Verkauft,"25.000,00",P21-01-008
3,Zweifamilienhaus Keltenstr. 52 54497 Morbach (Hunsrück),"29.000,00",Verkauft,"29.000,00",P21-01-010
4,Einfamilienhaus Eckenstraße 4 34399 Wesertal,"14.000,00",Verkauft,"12.500,00",P21-01-011
5,"Eigentumswohnung, WE-Nr. A 0.07 Riehlstraße 5a - Haus A 90489 Nürnberg","159.000,00",Verkauft,"159.000,00",P21-01-013
6,Zweifamilienhaus Reichenbacher Straße 209 07973 Greiz,"9.000,00",Verkauft,"3.000,00",P21-01-014
7,"Erholungsgrundstück Franz-Künzer-Straße, Flur 75, Flurstück 326/6 02827 Görlitz","6.500,00",Verkauft,"3.500,00",P21-01-015
8,Denkmalgeschütztes Mehrfamilienhaus (altes Herrenhaus) Leubethaer Straße 1 08626 Adorf/ Vogtland,"24.000,00",Verkauft,"15.000,00",P21-01-016
9,Doppelhaushälfte Unverhofft Glück 9 01662 Meißen,"195.000,00",Nachverkauft,"235.000,00",P21-01-017
10,Wohn- und Geschäftshaus Steinstraße 8 39539 Havelberg,"54.000,00",Verkauft,"49.000,00",P21-01-019
11,Mehrfamilienhaus Lange Straße 18 39539 Havelberg,"64.000,00",Verkauft,"55.000,00",P21-01-020
12,Mehrfamilienhaus Lange Straße 41 39539 Havelberg,"49.000,00",Verkauft,"49.000,00",P21-01-021
13,Mehrfamilienhaus Fischerstraße 25 39539 Havelberg,"102.000,00",Verkauft,"49.000,00",P21-01-022
14,Mehrfamilienhaus Fischerstraße 26 39539 Havelberg,"72.000,00",Verkauft,"45.000,00",P21-01-023
15,Zwei Doppelhaushälften Brücktorstrasse 12-14 39249 Barby,"12.000,00",Verkauft,"9.900,00",P21-01-024
16,Grundstück mit Rohbau An der Mühle 4 06925 Annaburg,"29.000,00",Nachverkauft,"29.000,00",P21-01-025
17,"Baugrundstück Heinrich-Grauthoff-Straße, 39439 Güsten","26.000,00",Verkauft,"14.500,00",P21-01-026
18,Mehrfamilienhaus mit Baulandreserve Angermünder Straße 19 16247 Joachimsthal,"334.000,00",Verkauft,"198.000,00",P21-01-027
19,Drei Landwirtschaftsflächen 17291 Prenzlau,"5.500,00",Verkauft,"2.000,00",P21-01-029
,info,sold_at,status,limit_price,nr
0,"Wald-/Wiesengrundstück Flur 1, Flurstücke 170 15913 Märkische Heide","32.900,00",Verkauft,"32.900,00",P21-01-030
1,Wiesengrundstück Flur 2 Flurstück 499 15913 Märkische Heide,"8.900,00",Nachverkauft,"8.900,00",P21-01-031
2,"Unbebautes Grundstück Cottbuser Ring, Flurstück 883, 15754 Heidesee","3.000,00",Verkauft,"500,00",P21-01-032
3,Zwei Landwirtschaftsflächen 16259 Bad Freienwalde (Oder),"1.600,00",Verkauft,"500,00",P21-01-033
4,"Waldgrundstück Gemarkung Zinndorf, Flur 3, Flurstück 88, 15345 Rehfelde","10.000,00",Verkauft,"8.200,00",P21-01-034
5,Waldgrundstück 15345 Prötzel,"16.500,00",Verkauft,"12.900,00",P21-01-035
6,Grundstück (Entwicklungsfläche) Seelenbinder Straße 90-96 12555 Berlin-Köpenick,"320.000,00",Verkauft,"275.000,00",P20-04-004
7,Ehem. Schulgebäude mit Baugenehmigung Eggesiner Straße 2 17375 Vogelsang-Warsin,"50.000,00",Verkauft,"35.000,00",P20-04-006
8,"Grundstück Flur 5, Flurstück 109/1 17153 Stavenhagen","2.000,00",Nachverkauft,"2.000,00",P20-04-007
9,Mehrfamilienhaus Wolfenbütteler Straße 43-45 38642 Goslar,"595.000,00",Verkauft,"595.000,00",P20-04-008
10,Baugrundstück Am Sparenberg 21 38685 Langelsheim,"36.000,00",Verkauft,"30.000,00",P20-04-009
11,"Eigentumswohnung, WE-Nr. 4 (zwei Studios) Hildegardstraße 19 45888 Gelsenkirchen","54.000,00",Verkauft,"49.000,00",P20-04-011
12,Einfamilienhaus Hauptstraße 156 67714 Waldfischbach-Burgalben,"27.500,00",Verkauft,"27.500,00",P20-04-013
13,Waldgrundstück und Landwirtschaftsfläche 37276 Meinhard,"2.500,00",Verkauft,"2.500,00",P20-04-014
14,"Ehem. Landwirtschaftsfläche mit altem Pappelbestand und Mistelbüschen Flur 6, Flurstück 19, 37276 Meinhard","1.800,00",Verkauft,"1.800,00",P20-04-015
15,Einfamilienhaus Ernst-Thälmann-Straße 4 02627 Weißenberg,"17.000,00",Verkauft,"5.900,00",P20-04-018
16,Wohn- und Geschäftshaus (ehem. Gemeindehaus) Forststraße 1 08289 Schneeberg (Erzgebirge),"71.000,00",Verkauft,"39.000,00",P20-04-019
17,Mehrfamilienhaus Vorderstraße 27 38486 Klötze,"70.000,00",Verkauft,"69.000,00",P20-04-020
18,Baugrundstück Jemmeritz zwischen Nr. 1 und Nr. 3 39624 Kalbe (Milde),"19.000,00",Verkauft,"15.000,00",P20-04-021
19,Landwirtschafts-/Waldfläche Dorfstraße 06628 Naumburg (Saale),"18.000,00",Verkauft,"16.500,00",P20-04-022
,info,sold_at,status,limit_price,nr
0,Reihenmittelhaus Kleiner Neumarkt 3 06366 Köthen (Anhalt),"19.000,00",Verkauft,"19.000,00",P20-04-023
1,Baugrundstück Ringstraße 6 06369 Köthen (Anhalt),"1.200,00",Verkauft,"1.000,00",P20-04-024
2,Baugrundstück Mühlgarten 158 a 06528 Wallhausen (Helme),"16.000,00",Verkauft,"16.000,00",P20-04-025
3,Grünfläche 06313 Hergisdorf,"2.000,00",Nachverkauft,"2.000,00",P20-04-026
4,Eckgrundstück Kleinlübarser Straße 39291 Möckern,"6.800,00",Verkauft,"500,00",P20-04-027
5,Ehem. Ferienlager und 5 Reihenhäuser Hauptstraße 87 06502 Thale,"186.000,00",Verkauft,"109.000,00",P20-04-028
6,Mehrfamlienhaus 39387 Oschersleben (Bode),"12.000,00",Nachverkauft,"12.000,00",P20-04-029
7,Landwirtschafts- und Erholungsflächen Eberswalder Straße 16259 Bad Freienwalde (Oder),"20.500,00",Verkauft,"9.000,00",P20-04-031
8,"Waldfläche mit ca. 2,8145 ha 15377 Oberbarnim","25.000,00",Verkauft,"23.000,00",P20-04-032
9,"Waldfläche mit ca. 1,1217 ha 15377 Oberbarnim","12.000,00",Verkauft,"9.200,00",P20-04-033
10,Garagenkomplex (ca. 575 Garagen) Artur-Becker-Ring 66 03130 Spremberg,"400.000,00",Verkauft,"275.000,00",P20-04-034
11,"Waldgrundstücke Flur 1, Flurstück 154 15913 Märkische Heide","18.000,00",Verkauft,"14.900,00",P20-04-035
12,"Waldgrundstück Flur 1, Flurstück 170 15913 Märkische Heide","6.500,00",Verkauft,"6.300,00",P20-04-036
13,"Unbebautes Grundstück Potsdamer Straße, 15754 Heidesee","50.000,00",Verkauft,"23.000,00",P20-04-037
14,"Eigentumswohnung, WE-Nr. 12 Stockholmer Straße 30 13359 Berlin-Gesundbrunnen","128.000,00",Verkauft,"128.000,00",P20-03-002
15,"Tiefgaragenstellplatz, TG-Nr. 48, im Neubauquartier ""Park Carré"" Wexstraße 15 10715 Berlin","35.000,00",Verkauft,"35.000,00",P20-03-003
16,"Eigentumswohnungen, WE-Nr. 33 Grevener Straße 52 19386 Werder (bei Lübz)","9.900,00",Verkauft,"9.900,00",P20-03-005
17,"Eigentumswohnungen, WE-Nr. 34 Grevener Straße 52 19386 Werder (bei Lübz)","9.900,00",Verkauft,"9.900,00",P20-03-006
18,"Eigentumswohnungen, WE-Nr. 36 Grevener Straße 52 19386 Werder (bei Lübz)","9.900,00",Verkauft,"9.900,00",P20-03-007
